id	name	information	external_website	venue	city_name	country_id	venue_address	venue_details	cell_name	cancelled	event_specs	delegates	organizers	year	month	day	end_year	end_month	end_day	latitude_microdegrees	longitude_microdegrees
3RegularFortaleza2020	3-Regular Fortaleza 2020	Feel free to write to us for more help in English.	NULL	Condomínio Júlio César	Fortaleza, Ceará	Brazil	Travessa Júlio César, 110	Salão de Festas do Condomínio	3-Regular Fortaleza 2020	0	222 333 333bf 333oh 444 minx skewb sq1	[{Rafael de Andrade Cinoto}{mailto:247@worldcubeassociation.org}]	[{Davi de Andrade Iácono}{mailto:14973@worldcubeassociation.org}] [{Francisco Thales Rocha Sousa}{mailto:33493@worldcubeassociation.org}]	2020	1	11	2020	1	11	-3755978	-38550338
3x3at3inPrague2025	3x3 at 3 in Prague 2025	# **Soutěž bude probíhat přes noc!!!** Prosíme, zvažte dobře svou registraci. # **This competition will take place overnight!!!** Make sure to consider your registration thoroughly. 	NULL	[DDM Ulita](https://www.ulita.cz) 	Prague	Czech Republic	Na Balkáně 2866/17a, 130 00 Praha 3	Velký sál, následujte šipky 	3x3 at 3 in Prague 2025	0	222 333 444 555 666 777 clock	[{Emma Beranová}{mailto:169302@worldcubeassociation.org}] [{Jan Křížka}{mailto:92795@worldcubeassociation.org}] [{Tomáš Nguyen}{mailto:12783@worldcubeassociation.org}]	[{Natálie Rajdusová}{mailto:451233@worldcubeassociation.org}] [{Veronika Becková}{mailto:19658@worldcubeassociation.org}]	2025	11	1	2025	11	2	50094509	14481820
3x3inMadison2026	3x3 in Madison 2026	Welcome to the finale of our four-year long Madison events series and Wisconsin's first 3-day competition since 2019. Enjoy every official 3x3 event and more! If you're new to competing, this is a great competition to be your first. This competition is supported by the Midwest Cubing Association. ![](https://www.worldcubeassociation.org/rails/active_storage/blobs/redirect/eyJfcmFpbHMiOnsiZGF0YSI6MTA0MzczLCJwdXIiOiJibG9iX2lkIn19--0b2bff7fdab6f00f6ece00325e15fc57dd4e5896/MCA-Final-Logo%20(Vector%20png).avif)	NULL	Monona Terrace	Madison, Wisconsin	USA	1 John Nolen Dr, Madison, WI 53073	Madison Ballroom	3x3 in Madison 2026	0	222 333 333bf 333fm 333mbf 333oh 666 777 clock minx skewb sq1	[{Carter Kucala}{mailto:31001@worldcubeassociation.org}] [{Joshua Feran}{mailto:7944@worldcubeassociation.org}] [{Simon Kellum}{mailto:24542@worldcubeassociation.org}] [{Zeke Mackay}{mailto:19818@worldcubeassociation.org}]	[{Carter Kucala}{mailto:31001@worldcubeassociation.org}] [{Midwest Cubing Association}{mailto:310337@worldcubeassociation.org}] [{Simon Kellum}{mailto:24542@worldcubeassociation.org}] [{Zeke Mackay}{mailto:19818@worldcubeassociation.org}]	2026	5	8	2026	5	10	43071248	-89380468
3x3OnlyCalgary2019	3x3 Only Calgary 2019		NULL	[Woodcreek Community Hall](http://www.woodcreekcommunity.ca/index.html)	Calgary, Alberta	Canada	1991 Woodview Dr, Calgary AB T2W 5E5	Main hall. Use the entrance on the west side of the building marked "Entrance". 	3x3 Only Calgary 2019	0	333 333bf 333fm 333ft 333mbf 333oh	[{Kristopher De Asis}{mailto:264@worldcubeassociation.org}]	[{Ryan Yasinko}{mailto:1068@worldcubeassociation.org}]	2019	3	9	2019	3	9	50941042	-114104875
3x3OnlyMinnesota2019	3x3 Only Minnesota 2019	**Please note that the main events start AFTER lunch.** Please indicate in your registration comments whether you would like the pizza for lunch or not so we can plan accordingly. 	NULL	Ramada Hotel & Conference Center 	Plymouth, Minnesota	USA	2705 Annapolis Ln N, Plymouth, MN 55441	Sunset Room	3x3 Only Minnesota 2019	0	333 333bf 333fm 333ft 333mbf 333oh	[{Walker Welch}{mailto:7184@worldcubeassociation.org}]	[{Carter Kucala}{mailto:31001@worldcubeassociation.org}]	2019	8	24	2019	8	24	45008782	-93455349
3x3sin303Colorado2025	3x3s in 303 Colorado 2025	### While this competition does have 3x3, this competition also features less common "quiet" events where silence is requested of all competitors and spectators. We do not recommend this competition for newer competitors, but all are welcome. ### If you are interested in normal speedsolving events, please look into other competitions in this area, and stay tuned for future announcements 3x3 is the main event of the competition. ### *By signing up, you agree to contribute throughout the entirety of the competition due to the small size*. 	NULL	The King Center, Auraria Campus	Denver, Colorado	USA	855 Lawrence Way, Denver, CO 80204	In Room 206	3x3s in 303 Colorado 2025	0	333 333bf 333fm 333mbf 333oh	[{Abhimanyu Singhal (अभिमन्यु सिंघल)}{mailto:1111@worldcubeassociation.org}] [{Luke Meszar}{mailto:217489@worldcubeassociation.org}] [{TJ Kelly}{mailto:73072@worldcubeassociation.org}]	[{Jason Hammerman}{mailto:131529@worldcubeassociation.org}]	2025	12	6	2025	12	6	39743696	-105006122
3x3x3CubeFrisco2019	3x3x3 Cube Frisco 2019	***Please note that this schedule is subject to change, as we may hold events slightly earlier or later than shown depending on whether the competition is running ahead of schedule or behind schedule.*** This competition is recognized as an official World Cube Association competition. Therefore, ***all competitors should be familiar with the WCA regulations. If you are new to competing, you may want to look at CubingUSA's Competitor Tutorial.***	NULL	[Hilton Garden Inn Frisco](https://hiltongardeninn3.hilton.com/en/hotels/texas/hilton-garden-inn-frisco-DFWFRGI/index.html)	Frisco, Texas	USA	7550 Gaylord Parkway, Frisco, Texas, 75034, USA	Frisco Bridges Ballroom	3x3x3 Cube Frisco 2019	0	333 333bf 333fm 333ft 333mbf 333oh	[{Jae Park}{mailto:21148@worldcubeassociation.org}]	[{Andres Rodriguez}{mailto:6143@worldcubeassociation.org}] [{Jae Park}{mailto:21148@worldcubeassociation.org}] [{Jeff Park}{mailto:19911@worldcubeassociation.org}]	2019	3	9	2019	3	9	33102185	-96819106
3x3x3HanMaDang2017	3x3x3 HanMaDang 2017	참가 정원: 130명 참가 접수 기간: 1월 14일 오전 10시 ~ 2월 11일 오후 7시. 참가비: 첫 종목 5천원, 추가 종목당 3천원. 입금 계좌: IBK 은행 299-079830-02-011 (유병선) * 현장 접수는 받지 않습니다. * ***입금 이후 환불은 가능하지 않습니다.*** 단, 참가자 명단에 들지 못한 경우에는 전액 환불해 드립니다. * 참가 신청 + 참가비 입금 = 참가 접수 완료 -------- Competitor limit: 130 people Registration period: Jan. 14. 10AM to Feb. 11. 7PM. Registration fee: 5000 WON for first event, 3000 WON for each additional event. * Please transfer money to this account: IBK Bank 299-079830-02-011 (유병선) * No registration will be allowed at the venue. * ***No refunds***, except if you transferred money and did not make the competitor list. * Registration on this website + money transfer = completion of regitration 	NULL	[도봉구민회관 (DoBong-Gu Hall)](http://www.dobongsiseol.or.kr/index_hall.html)	서울특별시 (Seoul)	Korea	서울특별시 도봉구 도봉로 552 (552 Dobong-Roh, Dobong-gu)	2층, 회의실 (second floor, conference room)	HanMaDang 2017	0	333 333bf 333fm 333ft 333mbf 333oh	[{Ilkyoo Choi (최일규)}{mailto:14@worldcubeassociation.org}]	[{Korea Cube Culture United (한국큐브문화진흥회)}{mailto:5397@worldcubeassociation.org}]	2017	2	18	2017	2	18	37654108	127038406
3x3x3paaBiblioteket2022	Tre Gange Tre Gange Tre på Biblioteket 2022	OBS: Standard 3x3x3 disciplinen afholdes ikke. Du kan se de kommende konkurrencer i Danmark [her](https://www.worldcubeassociation.org/competitions?region=Denmark). --- Notice: The standard 3x3x3 event will not be held. You can see the other upcoming competitions in Denmark [here](https://www.worldcubeassociation.org/competitions?region=Denmark).	NULL	Datalogisk institut, Københavns Universitet	København	Denmark	Universitetsparken 1, 2100 København	Øvelseslokale 4-0-17 (biblioteket)	3x3x3 på Biblioteket 2022	0	333bf 333fm	[{Callum James Goodyear-Jørgensen}{mailto:695@worldcubeassociation.org}] [{Daniel Vædele Egdal}{mailto:6777@worldcubeassociation.org}] [{Malte Oliver Bøgh Kjøller}{mailto:97133@worldcubeassociation.org}]	[{Asbjørn Brummer Birkelund}{mailto:147126@worldcubeassociation.org}] [{Daniel Vædele Egdal}{mailto:6777@worldcubeassociation.org}] [{Dansk Speedcubing Forening}{mailto:95131@worldcubeassociation.org}] [{Ida Exner}{mailto:71804@worldcubeassociation.org}]	2022	12	17	2022	12	17	55702095	12561067
40thAnniversaryPeru2014	40th Anniversary Peru 2014		http://www.cubingsouthamerica.com/Established1974/index.php	Parque Lambramani	Arequipa	Peru	Av. Lambramani 325	Patio Central	40th Anniversary 2014	0	222 333 333bf 333oh 444 pyram	[{Natán Riggenbach}{mailto:79@worldcubeassociation.org}]	NULL	2014	11	8	2014	11	8	-16410336	-71519907
444Puebla2025	444 Puebla 2025	![](https://www.worldcubeassociation.org/rails/active_storage/blobs/redirect/eyJfcmFpbHMiOnsiZGF0YSI6NzkwNjQsInB1ciI6ImJsb2JfaWQifX0=--fe61a13a7ab36b3978b637f061183977d12ee13d/444_Logo_500.jpg) ##### Español ------------------------------------------------------------------------------------------------------------------------------------- ¡Bienvenidos a **444 Puebla 2025**! Puebla, la Ciudad de los Ángeles, y Wars Cube están listos para recibirte en esta emocionante competencia. Ven y celebra con nosotros el 4.º aniversario de Wars Cube en su 4.º torneo organizado para el Día del Niño, en el 4.º mes del año. Y, por supuesto, ya sabes cuál será nuestra categoría principal. **¿Aceptas el reto?** Esta competencia es posible gracias al apoyo del **[Instituto Municipal del Deporte de Puebla](https://imd.pueblacapital.gob.mx/)**. 444 Puebla 2025 es una competencia oficial de la WCA, por lo que todos los competidores deben estar familiarizados con el [Reglamento](https://www.worldcubeassociation.org/regulations/translations/spanish-american/). ​ ##### English ------------------------------------------------------------------------------------------------------------------------------------- Welcome to **444 Puebla 2025**! Puebla, the City of Angels, and Wars Cube are ready to welcome you to this exciting competition. Come and celebrate with us the 4th anniversary of Wars Cube at its 4th tournament organized for Children's Day, in the 4th month of the year. And, of course, you already know what our main category will be. **Do you accept the challenge?** This competition is made possible thanks to the support of the **[Instituto Municipal del Deporte de Puebla](https://imd.pueblacapital.gob.mx/)**. 444 Puebla 2025 is an official WCA competition, so all competitors must be familiar with the [Regulations](https://www.worldcubeassociation.org/regulations).	NULL	Polideportivo Xonaca 	Puebla	Mexico	CALLE 44 NORTE S/N COLONIA CRISTOBAL COLON, FRENTE A LA PLAZA EL CAMPANARIO, Centro Recreativo Polideportivo Morelos, 72330 Heroica Puebla de Zaragoza, Pue.	Canchas de Básquet	444 Puebla 2025	0	222 333 333bf 333oh 444 555 clock pyram sq1	[{Adrián Ramírez}{mailto:327@worldcubeassociation.org}] [{Areli Rubí Gordillo Martínez}{mailto:328@worldcubeassociation.org}]	[{Christian Angeles Cardoso}{mailto:442598@worldcubeassociation.org}] [{Shalem Birzavit Meneses Pérez}{mailto:91858@worldcubeassociation.org}] [{Tania Díaz Ojeda}{mailto:475768@worldcubeassociation.org}] [{Zaira Michelle Pilón Rodriguez}{mailto:375187@worldcubeassociation.org}]	2025	4	26	2025	4	27	19049593	-98165921
4BLDinaMadisonHall2023	4BLD in a Madison Hall 2023	Competitors are allowed at most one guest, and no guests may attend unattached to competitors. This competition may be cancelled or other COVID restrictions may be added later if the COVID situation locally or nationally changes.	NULL	Monona Terrace	Madison, Wisconsin	USA	1 John Nolen Dr, Madison, WI 53703	Hall of Ideas Room J	4BLD in a Madison Hall 2023	0	333bf 333fm 333mbf 444bf 555bf clock	[{Carter Kucala}{mailto:31001@worldcubeassociation.org}] [{Joshua Feran}{mailto:7944@worldcubeassociation.org}] [{Zeke Mackay}{mailto:19818@worldcubeassociation.org}]	[{Carter Kucala}{mailto:31001@worldcubeassociation.org}] [{Joshua Feran}{mailto:7944@worldcubeassociation.org}] [{Midwest Cubing Association}{mailto:310337@worldcubeassociation.org}]	2023	1	28	2023	1	29	43071248	-89380468
4BLDMadnessinDobrejovice2025	4BLD Madness in Dobřejovice 2025	NULL	NULL	[Společenské centrum Dobřejovice](https://www.dobrejovice.cz/zivot-v-obci/sportovni-a-spolecenske-centrum/)	Dobřejovice	Czech Republic	Čestlická 245, Dobřejovice	2nd floor	4BLD Madness in Dobřejovice 2025	0	333bf 444bf 555bf 777 clock	[{Jan Fonš}{mailto:29909@worldcubeassociation.org}] [{Jan Křížka}{mailto:92795@worldcubeassociation.org}]	[{Jan Křížka}{mailto:92795@worldcubeassociation.org}] [{Natálie Rajdusová}{mailto:451233@worldcubeassociation.org}]	2025	10	18	2025	10	18	49983233	14580686
4thGuwahatiOpen2018	4th Guwahati Open 2018	There is on-spot registration. Please bring your ID cards for identification at the venue. We have a competitor limit of 130 participants which will be filled on First come basis. Registration closes either on 28 August 2018, 23:59. IST or when registration count reaches 130 (whichever comes first)	NULL	Cotton University	Guwahati, Assam	India	Pan Bazar, Guwahati, Assam 781001	Sudmersen Hall, physics department, Cotton University. The hall is opposite of BSNL head office, Panbazar.	4th Guwahati Open 2018	0	222 333 333bf 333oh 444 555 minx pyram skewb	[{Sachin Arvind}{mailto:96587@worldcubeassociation.org}]	[{Kabyanil Talukdar}{mailto:17767@worldcubeassociation.org}]	2018	9	1	2018	9	2	26187422	91746736
4x4byFourMadisonLakes2024	4x4 by Four Madison Lakes 2024	New to competing? This competition is a good one to be your first! This competition is supported by the [**Midwest Cubing Association**](https://midwestcubing.org). ![](https://www.worldcubeassociation.org/rails/active_storage/blobs/redirect/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBBZ0dEIiwiZXhwIjpudWxsLCJwdXIiOiJibG9iX2lkIn19--a6239c56608b03fda2194e41dd545ce91819975d/MCA-Final-Logo%20(WCA%20website%20version).png) 	NULL	Monona Terrace	Madison, Wisconsin	USA	1 John Nolen Dr, Madison, WI 53703	Hall of Ideas	4x4 by Four Madison Lakes 2024	0	222 333 333oh 444 555	[{Carter Kucala}{mailto:31001@worldcubeassociation.org}] [{Joshua Feran}{mailto:7944@worldcubeassociation.org}] [{Simon Kellum}{mailto:24542@worldcubeassociation.org}] [{Zeke Mackay}{mailto:19818@worldcubeassociation.org}]	[{Carter Kucala}{mailto:31001@worldcubeassociation.org}] [{Midwest Cubing Association}{mailto:310337@worldcubeassociation.org}] [{Simon Kellum}{mailto:24542@worldcubeassociation.org}] [{Zeke Mackay}{mailto:19818@worldcubeassociation.org}]	2024	12	7	2024	12	7	43071556	-89380278
4x4byRoad44Israel2024	4x4 by Road 44 Israel 2024	![](https://www.worldcubeassociation.org/rails/active_storage/blobs/redirect/eyJfcmFpbHMiOnsiZGF0YSI6MzU5MzAsInB1ciI6ImJsb2JfaWQifX0=--cd19b7777184c70e38df29593ca98b3bb91e3b24/Screenshot%202024-08-24%20at%2018.35.03.png) # 4x4 by Road 44! This competition doesn't have the regular 3x3 event. # # 4 על 4 על כביש 44! בתחרות הזאת אין את מקצה ה3*3 הרגיל. # ![](https://www.worldcubeassociation.org/rails/active_storage/blobs/redirect/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBBb2xRIiwiZXhwIjpudWxsLCJwdXIiOiJibG9iX2lkIn19--57773d0aebc46f3126ef9204d93b4d0c1b819e9d/1684768488121.png) # [Follow us on Instagram!](https://www.instagram.com/speedcubing_il_official/)	NULL	Atid youth village	Be'er Ya'akov	Israel	Yosef Siton 1, Be'er Ya'akov Israel	Classrooms in the school	4x4 by Road 44 Israel 2024	0	444 555 666 777	[{Amit Sheffer}{mailto:1802@worldcubeassociation.org}] [{Amitai Ziv}{mailto:261445@worldcubeassociation.org}] [{Shmulik Kachuriner}{mailto:68200@worldcubeassociation.org}]	[{Amitai Ziv}{mailto:261445@worldcubeassociation.org}] [{Yoel Khanin}{mailto:298161@worldcubeassociation.org}]	2024	9	27	2024	9	27	31941820	34824771
50andCountingIreland2024	50 and Counting Ireland 2024	[![](https://www.worldcubeassociation.org/rails/active_storage/blobs/redirect/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBBcWhwIiwiZXhwIjpudWxsLCJwdXIiOiJibG9iX2lkIn19--debd5acc00d4873d12ad382f60693888bb058e0b/comp.png)](https://www.utwistcubes.com/) # **Ireland's 50th Competition!** https://speedcubingireland.com/ Add us on [Facebook](https://www.facebook.com/speedcubingireland/) and [Instagram](https://www.instagram.com/speedcubingireland/?hl=en)! Join our [Discord Server](https://discord.gg/yuKTC3Hn8W)! 	NULL	St. Josephs Community Centre Wexford	Wexford	Ireland	Newline Rd, Whiterock North, Wexford, Y35 A66C	Main Hall on the ground floor	50 and Counting Ireland 2024	0	222 333 333bf 333oh 444 444bf 555bf 666 777 clock minx pyram skewb sq1	[{Kevin Timmons}{mailto:167434@worldcubeassociation.org}] [{Maria Beausang}{mailto:19883@worldcubeassociation.org}] [{Mary Hennessy}{mailto:19877@worldcubeassociation.org}] [{Simon Kelly}{mailto:54140@worldcubeassociation.org}]	[{Rían Burke}{mailto:164617@worldcubeassociation.org}] [{Speedcubing Ireland}{mailto:299813@worldcubeassociation.org}]	2024	4	27	2024	4	28	52328492	-6473440
50AnosCubeandoAvesMaria2024	50 Años Cubeando Aves María 2024	Organizadores/organizers: Mauricio De Jesús Hernandez Grisalez: contacto al celular 3006000058 Alejandro Restrepo Echeverri: 3332261556 Andrés Felipe Rodríguez Londoño: 3137760573 Aves María Parque Comercial: 4035370 ext.: 300 o 3104532609 Patrocinadores: Aves Maria parque comercial. Sabaneta – Antioquia. Sponsors: Aves María Mall. Sabaneta - Antioquia.	NULL	Aves María Parque Comercial 	Sabaneta, Antioquia	Colombia	Calle 75 sur #43a - 202	Tercer piso, plaza Bistró, zona de comidas.	50 Años Cubeando Aves María 2024	0	222 333 333bf 333oh 444 clock pyram skewb	[{Alejandro Restrepo Echeverri}{mailto:50624@worldcubeassociation.org}] [{Andres Felipe Rodríguez Londoño}{mailto:155647@worldcubeassociation.org}]	[{Alejandro Restrepo Echeverri}{mailto:50624@worldcubeassociation.org}] [{Andres Felipe Rodríguez Londoño}{mailto:155647@worldcubeassociation.org}] [{Carlos Miguel Pérez}{mailto:256485@worldcubeassociation.org}] [{Mauricio de Jesus Hernandez Grizalez}{mailto:81564@worldcubeassociation.org}] [{Speedcubing Colombia}{mailto:324522@worldcubeassociation.org}]	2024	5	18	2024	5	19	6148992	-75617354
50thAnniversaryinElverum2024	50th Anniversary in Elverum 2024	This competition is open to everyone who wants to participate.	NULL	Ungdommens Hus	Elverum	Norway	St. Olavs Gate 6, 2414 Elverum	We will use the main room	50th Anniversary in Elverum 2024	0	222 333 333bf 444 555 clock minx pyram skewb	[{Lars Johan Folde}{mailto:118737@worldcubeassociation.org}] [{Ulrik Bredland}{mailto:9241@worldcubeassociation.org}]	[{Anders Barhaugen}{mailto:9214@worldcubeassociation.org}]	2024	5	18	2024	5	19	60881594	11564437
50thAnniversaryinIndo2024	50th Anniversary in Indonesia 2024	This competition is held in collaboration with Rapid Academy and the Embassy of Hungary in Indonesia to celebrate the 50th anniversary of one of the Hungarian inventions, Rubik's Cube. There will be a cash prize for this competition from our sponsors, and also a special prize from Rubik’s (Toyspedia): Rubik’s 50th Anniversary Special Edition! This competition is free for all Rapid Academy students. ____ Perlombaan ini diadakan bersama dengan Rapid Academy dan Kedutaan Besar Hongaria di Indonesia untuk merayakan 50 tahun salah satu ciptaan Hongaria, Rubik's Cube. Akan ada hadiah berupa uang tunai untuk kompetisi ini dari para sponsor, serta hadiah spesial dari Rubik's (Toyspedia): Rubik's 50th Anniversary Special Edition! Kompetisi ini gratis untuk seluruh murid Rapid Academy.	NULL	Taman Ismail Marzuki	Jakarta	Indonesia	Jl. Cikini Raya No.8, Cikini, Menteng, Central Jakarta City, Jakarta 10330	Galeri Cipta 2 (3rd Floor)	50th Anniversary in Indo 2024	0	222 333 333bf 444 pyram skewb	[{Cendy Cahyo Rahmat}{mailto:347@worldcubeassociation.org}] [{Hafizh Dary Faridhan Hudoyo}{mailto:1285@worldcubeassociation.org}] [{Wilson Alvis (陈智胜)}{mailto:1583@worldcubeassociation.org}]	[{Cendy Cahyo Rahmat}{mailto:347@worldcubeassociation.org}] [{Danang Adianto}{mailto:1693@worldcubeassociation.org}] [{Kenneth Nursalim}{mailto:154676@worldcubeassociation.org}] [{Winda Wardani}{mailto:93983@worldcubeassociation.org}]	2024	12	7	2024	12	7	-6190357	106838534
50YearsofCubingBulgaria2024	50 Years of Cubing Bulgaria 2024	Допустими са максимум 1 гост с всеки състезател. Таксата за зрители и гости се заплаща в деня на състезанието и е в размер на 5 лв/ден. Таксата за участие се заплаща в деня на състезанието, на специално обособена за целта маса. Можете да избирате в кой от дните ще се състезавате или и в двата. Адресът на Техно меджик ленд е: 1784 гр. София, бул. Цариградско шосе 111Б, сграда "Експериментариум" - София Тех Парк ---------- Maximum 1 guest per competitor. The fee for Guests and Spectators to be paid in the venue on the day of the competition and is 5lv/day. Registration fee to be paid in the venue on the day of the competition. You can choose on which day of the competition you will participate or both. The address of Techno Magic Land is: 111B Tsarigradsko shose, "Experimentarium" hall - Sofia Tech Park.	NULL	Experimentarium hall of Sofia Tech Park	Sofia	Bulgaria	Sofia, 111B Tsarigradsko shose, "Experimentarium" hall - Sofia Tech Park	Just follow the signs. The entry to the hall is directly after the bridge above Tsarigradsko shose blv.	50 Years of Cubing Bulgaria 2024	0	222 333 333bf 333oh 444 555 clock	[{Borislav Marchovski}{mailto:76095@worldcubeassociation.org}] [{Plamen Mahladzhanov}{mailto:79477@worldcubeassociation.org}] [{Todor Enikov}{mailto:27063@worldcubeassociation.org}]	[{Borislav Marchovski}{mailto:76095@worldcubeassociation.org}] [{Plamen Mahladzhanov}{mailto:79477@worldcubeassociation.org}] [{Todor Enikov}{mailto:27063@worldcubeassociation.org}]	2024	5	11	2024	5	12	42665807	23373769
50YearsPhilippines2024	50 Years of Cubing in the Philippines 2024	![](https://www.worldcubeassociation.org/rails/active_storage/blobs/redirect/eyJfcmFpbHMiOnsiZGF0YSI6MzYzMTYsInB1ciI6ImJsb2JfaWQifX0=--1dbf5d5aaa950049d863c0ff6eb00b8df195d781/50%20years%20of%20cubing%20in%20PH%20banner.png)	NULL	Robinsons Novaliches	Quezon City	Philippines	P3P4+GJ Quezon City, Metro Manila	First Floor Trade Hall	50 Years Philippines 2024	0	222 333 333bf 333oh clock minx skewb sq1	[{Bea Alexandra Marie Flores}{mailto:49744@worldcubeassociation.org}] [{Bille Janssen Lagarde}{mailto:676@worldcubeassociation.org}] [{Louie Jay Quibote}{mailto:6465@worldcubeassociation.org}] [{Yuji Yoshida}{mailto:9751@worldcubeassociation.org}]	[{Enika Aubrey Maninang}{mailto:48559@worldcubeassociation.org}] [{Jeremy Coan A. Peñaflor}{mailto:402070@worldcubeassociation.org}]	2024	10	6	2024	10	6	14735750	121056109
50YearsVallentuna2024	50 Years of Cubing - Vallentuna 2024	Välkomna till 50 Years of Cubing - Vallentuna 2024! Alla är varmt välkomna att delta, oavsett om du löser kuben på 5 sekunder eller 5 minuter samt oavsett tidigare tävlingserfarenhet. Vi ber er läsa igenom alla flikar på denna sida eftersom de innehåller mycket värdefull information. ----- Welcome to 50 Years of Cubing - Vallentuna 2024! Everyone is welcome to participate, regardless of whether you solve the cube in 5 seconds or 5 minutes and regardless of prior competition experience. We ask you to read through all the tabs on this page as they contain very valuable information. [![](https://cuboss.se/wp-content/uploads/2024/01/cuboss-svekub-loggor.png)](https://svekub.se/om_oss/svekub-cuboss/)	NULL	Rosendalsskolan Norra	Vallentuna	Sweden	Ekebyvägen 2, 186 34 Vallentuna	The cafeteria in the school	50 Years Vallentuna 2024	0	222 333 333bf 333mbf 333oh 444 clock pyram skewb	[{Daniel Wallin}{mailto:567@worldcubeassociation.org}] [{Helmer Ewert}{mailto:13064@worldcubeassociation.org}] [{Peter Hugosson-Miller}{mailto:193382@worldcubeassociation.org}]	[{Peter Hugosson-Miller}{mailto:193382@worldcubeassociation.org}] [{SveKub}{mailto:236778@worldcubeassociation.org}]	2024	5	19	2024	5	19	59541747	18069553
5BLDinaMadisonFall2024	5BLD in a Madison Fall 2024	This competition is not recommended for first time competitors. Please check out [4x4 by Four Madison Lakes 2024](https://www.worldcubeassociation.org/competitions/4x4byFourMadisonLakes2024), which will be more friendly towards beginners. 5x5 Blindfolded is the main event of this competition. We recommend [giving it a try](https://www.worldcubeassociation.org/competitions/5BLDinaMadisonFall2024#47832-3-rounds-of-5bld)! This competition is supported by the [Midwest Cubing Assocation](https://www.midwestcubing.org/). ![](https://www.worldcubeassociation.org/rails/active_storage/blobs/redirect/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBBcEE5IiwiZXhwIjpudWxsLCJwdXIiOiJibG9iX2lkIn19--f0c6a086505e69b91939fee18713404cbb6553d5/image.png)	NULL	Monona Terrace	Madison, Wisconsin	USA	1 John Nolen Dr, Madison, WI 53703	Hall of Ideas J	5BLD in a Madison Fall 2024	0	333bf 333fm 333mbf 444bf 555bf 777 minx	[{Carter Kucala}{mailto:31001@worldcubeassociation.org}] [{Joshua Feran}{mailto:7944@worldcubeassociation.org}] [{Simon Kellum}{mailto:24542@worldcubeassociation.org}] [{Zeke Mackay}{mailto:19818@worldcubeassociation.org}]	[{Carter Kucala}{mailto:31001@worldcubeassociation.org}] [{Midwest Cubing Association}{mailto:310337@worldcubeassociation.org}] [{Simon Kellum}{mailto:24542@worldcubeassociation.org}] [{Zeke Mackay}{mailto:19818@worldcubeassociation.org}]	2024	11	2	2024	11	3	43071556	-89380278
5BldinTashkentPhaseOne2025	Five Blind in Tashkent Phase One - Denial - 2025	**English** This is the Stage 1 of the series. The competitor limit for this competition is 10 participants. Foreign competitors are kindly requested to contact the delegate by email before purchasing tickets to travel to Uzbekistan. After your registration is confirmed, you will be asked to provide the copy of your ticket in order to make sure that you will participate in the competition. **Russian** Это первая стадия серии. Лимит на количество участников - 10 человек. Просьба к участникам из других стран - перед приобретением билетов для поездки в Узбекистан свяжитесь с делегатом. После подтверждения вашей регистрации мы попросим вас предоставить копию вашего билета, чтобы быть уверенными, что вы примете участие в соревнованиях.	NULL	Apartment	Tashkent	Uzbekistan	Tashkent city, Furqat str., 167		5Bld in Tashkent Phase One 2025	0	555bf	[{Igor Aipkin}{mailto:75134@worldcubeassociation.org}]	[{Igor Aipkin}{mailto:75134@worldcubeassociation.org}]	2025	11	29	2025	11	29	41304078	69247783
5BLDMadnessSeongnam2024	5BLD Madness Seongnam 2024	요청시, 모든 참가자가 스태프로 활동해 주셔야 합니다. All participants are expected to staff the competition, upon the request. Please refer to registration tab for registration fee information. 	NULL	인피니티타워 E동	성남 (Seongnam)	Korea	경기도 성남시 수정구 금토로80번길 37 인피니티타워 E동	2층 (2nd floor)	5BLD Madness Seongnam 2024	0	555bf	[{Jae Park}{mailto:21148@worldcubeassociation.org}]	[{Choi Goho (최고호)}{mailto:8330@worldcubeassociation.org}] [{Hyeok Yang (양혁)}{mailto:61395@worldcubeassociation.org}] [{Hyunjo Kim (김현조)}{mailto:41422@worldcubeassociation.org}] [{Jae Park}{mailto:21148@worldcubeassociation.org}]	2024	11	9	2024	11	9	37407786	127078574
5BLDMadnessSeoul2024	5BLD Madness Seoul 2024	요청시, 모든 참가자가 스태프로 활동해 주셔야 합니다. All participants are expected to staff the competition, upon the request. Please refer to registration tab for registration fee information.	NULL	아벨수학학원 (Abel Math Institute)	서울특별시 (Seoul)	Korea	서울특별시 관악구 남부순환로 1915 신한빌딩 (ShinHan Building, 1915 Nambusunhwan-ro, Bongcheon-dong, Gwanak-gu, Seoul)	4층 (4th floor)	5BLD Madness Seoul 2024	0	555bf	[{Jae Park}{mailto:21148@worldcubeassociation.org}]	[{Choi Goho (최고호)}{mailto:8330@worldcubeassociation.org}] [{Hyeok Yang (양혁)}{mailto:61395@worldcubeassociation.org}] [{Hyunjo Kim (김현조)}{mailto:41422@worldcubeassociation.org}] [{Jae Park}{mailto:21148@worldcubeassociation.org}]	2024	11	9	2024	11	9	37477862	126962191
